Bio,Label,Year,Name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Babak is Professor in the School of Computer and Communication Sciences and the founding director of the EcoCloud research center at EPFL. He has worked on server architecture for quite some time and has had contributions to several industrial platforms including the WildFire/WildCat family of multiprocessors by Sun Microsystems (now Oracle), memory system technologies for IBM BlueGene/P and Q, and server evaluation methodologies in use by AMD, HP and Google (PerfKit). His recent work on scale-out server processor design lays the foundation for Cavium ThunderX. He is a fellow of ACM and IEEE.",M,2017,Babak Falsafi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jie Gao is an Associate Professor at Computer Science department, Stony Brook University. She received BS from the special class for the gifted young program at University of Science and Technology of China in 1999 and Ph.D in computer science from Computer Science department, Stanford University in 2004. She received NSF Career award in 2006, IMC best paper award in 2008 and multiple awards at Stony Brook CS department on Excellence in Research. She has published over 120 papers on sensor/wireless networks, computational geometry and social network analysis. She has served on the editorial board of IEEE Transactions on Automation Science and Engineering and currently serves on the editorial board of ACM Transactions on Sensor Networks and Journal of Discrete Algorithms.",F,2017,Jie Gao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"received a Ph.D. in Computer Science from the University of Rome Tor Vergata in 2004. Currently he is a Research Professor at IDSIA, University of Lugano. Grandoni’s research is focused on the design and theoretical analysis of algorithms and data structures. In 2010 his work on Steiner tree approximation received the Best STOC Paper Award. In 2011 he was the recipient of an ERC Starting Grant.",M,2017,Fabrizio Grandoni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"David Mount is a professor in the Department of Computer Science at the University of Maryland with a joint appointment at the University’s Institute for Advanced Computer Studies (UMIACS). He received his Ph.D. from Purdue University in Computer Science in 1983, and started at the University of Maryland in 1984. In 2001 he was a visiting professor at the Hong Kong University of Science and Technology.He has written over 150 research publications on algorithms for geometric problems, particularly problems with applications in image processing, pattern recognition, information retrieval, and computer graphics. He currently serves on the editorial boards of a number of journals, including ACM Transactions on Spatial Algorithms and Systems, ACM Trans. on Mathematical Software, Computational Geometry: Theory and Applications, International Journal of Computational Geometry & Applications. He was the conference chair for the 24th Annual Symposium on Computational Geometry in 2008. He has served on the program committees of many of the major conferences in his area, and he served as the program committee co-chair for the 19th ACM Symposium on Computational Geometry in 2003 and the Fourth Workshop on Algorithm Engineering and Experiments in 2002. He is currently serving on the Computational Geometry Steering Committee.",M,2017,David Mount,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kirk Pruhs is a professor of Computer Science at the University of Pittsburgh. He received a BS in Mathematics and Computer Science from Iowa State University and a PhD in Computer Science from the University of Wisconsin-Madison. His research interests include algorithmic problems related to green computing, fair allocation, resource management, and scheduling.",M,2017,Kirk Pruhs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"David Woodruff is an associate professor at Carnegie Mellon University. Until recently* he has been at IBM Almaden Research Center from August, 2007- August, 2017, which he joined after completing his Ph.D. at MIT in theoretical computer science. His research interests include communication complexity, data stream algorithms, machine learning, numerical linear algebra, sketching, and sparse recovery. He is the recipient of the 2014 Presburger Award and Best Paper Awards at STOC 2013 and PODS 2010. At IBM he was a member of the Academy of Technology and a Master Inventor.",M,2017,David Woodruff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Herbert Edelsbrunner is Professor at IST Austria, Arts and Sciences Professor at Duke University, and Founder and Principal at Geomagic, a software company in the field of Digital Shape Sampling and Processing. He graduated from the Graz University of Technology, Austria, in 1982, and he was faculty at the University of Illinois at Urbana-Champaign from 1985 through 1999. His research areas are algorithms, computational geometry, computational topology, and applications in biology. He has published three textbooks in the general area of computational geometry and topology.In 1991, he received the Alan T. Waterman Award from the National Science Foundation. In 2006, he received an honorary degree from the Graz University of Technology. He is elected member of the American Academy of Arts and Sciences, of the German Academy of Sciences (the Leopoldina), and the Academia Europaea.",M,2010,Herbert Edelsbrunner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Paolo Ferragina is Professor and Vice-Chairman of the Department of Computer Science at the University of Pisa. His promotion to full professor has been sponsored for 5 years (2007-2012) by Yahoo! Research. He received his PhD in Computer Science from the University of Pisa, and was a Post-doc at the Max-Planck-Institut für Informatik. He spent various research periods at IBM Research (Rome), AT&T Shannon Lab (NJ), Yahoo! Research Lab (Barcelona), Max-Planck-Institut für Informatik (Saarbrücken), and the University of North Texas.His research is mainly devoted to the design, analysis and experimentation of algorithms and data structures for storing, compressing, mining and retrieving information from large amounts of textual data such as Web repositories, XML file collections, and genomic/DNA sequences.",M,2010,Paolo Ferragina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kiyoshi Asai graduated in Department of Applied Mathematics, University of Tokyo in 1983, and its master course in 1985. Then he began to apply HMMs to biological sequences and got Ph.D in 1995. Since then, he developed many algorithms and software tools based on stochastic models for sequence analyses and RNA secondary structure analyses.He is a Professor of Department of Computational Biology, University of Tokyo since 2003. He founded Computational Biology Research Center of Japan in 2001 and was the director from 2007. He was one of the founding Board of Directors of ISCB, and was the president of Japanese Society for Bioinformatics from 2013 to 2015.",M,2016,KIYOSHI ASAI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"A.B. got a master of science degree in engineering physics at Lund University in 1998. He started pursuing a Ph.D. in algorithm theory at the same university but left academia in 2001 for a job at the local company Anoto. He completed his Ph.D. studies in 2007.He has since continued working in industry at the companies C Technologies, Flatfrog laboratories, and ARM Ltd. where he is currently employed.",M,2016,Andreas Björklund,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Marek Cygan has obtained his PhD degree in Computer Science at the Institute of Informatics, University of Warsaw, Poland in 2012. After being a researcher at the University of Maryland and a post-doc in IDSIA, Lugano, he returned to the University of Warsaw, where he currently is an assistant professor. Marek Cygan works in various branches of algorithmics, with main focus on parameterized complexity and approximation algorithms.",M,2016,MAREK CYGAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Giuseppe F. Italiano is Professor of Computer Science at the University of Rome ""Tor Vergata"". His research interests are in the design, analysis, implementation and experimental evaluation of algorithms and data structures. After receiving a PhD in Computer Science from Columbia University, he was Research Staff Member at the IBM T.J. Watson Research Center, and then full professor at University of Salerno, University of Venice ""Ca' Foscari"" and University of Rome ""Tor Vergata"". He is a Fellow of the EATCS.",M,2016,GIUSEPPE ITALIANO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Volker Markl is a Full Professor and Chair of the Database Systems and Information Management Group at the Technische Universität Berlin (TUB) and an Adjunct Full Professor at the University of Toronto. He is Director of the Intelligent Analytics for Massive Data Research Group at DFKI and Director of the Berlin Big Data Center. In addition, he serves as the Secretary of the VLDB Endowment. His current research interests include new hardware architectures for information management, scalable processing and optimization of declarative data analysis programs, and scalable data science. To date, Volker has presented over 200 invited talks in numerous industrial settings, major conferences, and research institutions worldwide. Furthermore, he has authored and published over 100 research papers at world-class scientific venues. Between 2010-2016, he was Speaker and Principal Investigator of the Stratosphere Research Unit funded by the German Research Foundation (DFG), which resulted in numerous top-tier publications, as well as the Apache Flink big data analytics system. In 2014, he was named one of Germany's leading digital minds (Digitale Köpfe) by the German Informatics Society. Prior to joining TUB, he was a Research Staff Member and Project Leader at the IBM Almaden Research Center in San Jose, California.",M,2016,VOLKER MARKL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Thomas Schlechte was born in 1979 and got his doctoral degree in Natural Sciences at the TU Berlin in 2012. Since 2013, he is working for the ZIB-spinoff company LBW in the field of mathematical optimization and consulting for public and rail transport. He won the Dissertation Prize 2012 (awarded by the German Operations Research Society, GOR) and the Science Award 2012 (awarded by the Society of Merchants and Manufactures of Berlin, VBKI). Since 2014, he is head of the RailLab within the Research Campus MODAL and member of the Board of the International Association of Railway Operations Research.",M,2016,Thomas Schlechte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ola Svensson is a faculty at the School of Computer and Communication Sciences, EPFL. He is interested in fundamental questions in combinatorial optimization related to the approximability of basic optimization problems, such as clustering, scheduling, and network design problems. His work on the traveling salesman problem received the best paper award at FOCS'11.",M,2016,OLA SVENSSON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ronald de Wolf is a senior researcher at CWI and full professor at the University of Amsterdam. He obtained his PhD in 2001, advised by Harry Buhrman and Paul Vitanyi, and subsequently spent a year at Berkeley. He works on quantum computing, focusing on algorithms, complexity theory, and the applications of quantum information to other areas. His main results include lower bounds on quantum algorithms, new separations between quantum and classical communication protocols, and lower bounds on linear programs for polytopes in combinatorial optimization.",M,2016,RONALD DE WOLF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fabian Kuhn received his M.Sc. and Ph.D. degrees in 2001 and 2005 from ETH Zurich in Switzerland. He spent time as a postdoctoral researcher at Microsoft Research Silicon Valley, at ETH Zurich, and at MIT. In the following, he was an assistant professor at the University of Lugano in Switzerland and in 2012, he joined the University of Freiburg in Germany as a full professor. His research interests include the distributed complexity of basic graph-theoretic problems, as well as the algorithmic foundation of dynamic and wireless networks.",M,2016,Fabian Kuhn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"David A. Bader is Professor and Chair of the School of Computational Science and Engineering, College of Computing, at Georgia Institute of Technology. He is a Fellow of the IEEE and AAAS and advises the White House, most recently on the National Strategic Computing Initiative (NSCI).  Dr. Bader is a leading expert in solving global grand challenges in science, engineering, computing, and data science. His interests are at the intersection of high-performance computing and real-world applications, including cybersecurity, massive-scale analytics, and computational genomics, and he has co-authored over 210 articles in peer-reviewed journals and conferences.Dr. Bader is unique in his ability to build significant collaborations across government, labs, industry, and academia. During his career, Dr. Bader has served as PI/coPI of over $183M of competitive awards with over $42.7M of this brought into his institution.Dr. Bader has served as a lead scientist in several DARPA programs including High Productivity Computing Systems (HPCS) with IBM, Ubiquitous High Performance Computing (UHPC) with NVIDIA, Anomaly Detection at Multiple Scales (ADAMS), Power Efficiency Revolution For Embedded Computing Technologies (PERFECT), and Hierarchical Identify Verify Exploit (HIVE). He has also served as Director of the Sony-Toshiba-IBM Center of Competence for the Cell Broadband Engine Processor. Bader is a cofounder of the Graph500 List for benchmarking ""Big Data"" computing platforms. Bader is recognized as a ""RockStar"" of High Performance Computing by InsideHPC and as HPCwire's People to Watch in 2012 and 2014.Dr. Bader also serves as an associate editor for several high impact publications including IEEE Transactions on Computers, ACM Transactions on Parallel Computing, and ACM Journal of Experimental Algorithmics.He successfully launched his school's Strategic Partnership Program in 2015, whose partners include Accenture, Booz Allen Hamilton, Cray, Ford Motor Company, IBM, Keysight Technologies, LexisNexis, Northrop Grumman, NVIDIA, and Yahoo; as well as the National Security Agency, Sandia National Laboratories, Pacific Northwest National Laboratory, and Oak Ridge National Laboratory.",M,2018,David A. Bader,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Thomas Sterling holds the position of Professor of Electrical Engineering at the Indiana University (IU) School of Informatics, Computing, and Engineering as well as serves as the PI of the SMART group at the Department of Intelligence Systems Engineering. Since receiving his Ph.D. from MIT in 1984 as a Hertz Fellow, Dr. Sterling has engaged in applied research in parallel computing system structures, semantics, and operation in industry, government labs, and academia. Dr. Sterling is best known as the ""father of Beowulf"" for his pioneering research in commodity/Linux cluster computing for which he shared the Gordon Bell Prize in 1997. He led the HTMT Project sponsored by multiple agencies to explore advanced technologies and their implication for high-end computer system architectures. Other research projects in which he contributed included the DARPA DIVA PIM architecture project with USC-ISI, the DARPA sponsored HPCS program Cray-led Cascade Petaflops architecture, and the Gilgamesh high-density computing project at NASA JPL. Sterling is currently involved in research associated with the innovative ParalleX execution model for extreme scale computing to establish the foundation principles guiding the development of future generation Exascale computing systems. SMART is currently developing a radically new non-von Neumann architecture, Simultac, using active memory to accelerate dynamic graph computing applications. Dr. Sterling is the co-author of seven books and holds six patents.  He was the recipient of the 2013 Vanguard Award and is a Fellow of the AAAS. Most recently, he co-authored the introductory textbook, “High Performance Computing”, published by Morgan-Kaufmann in December, 201",M,2018,Thomas Sterling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bernd Mohr started to design and develop tools for performance analysis of parallel programs already with his diploma thesis (1987) at the University of Erlangen in Germany, and continued this in his Ph.D. work (1987 to 1992). During a three year postdoc position at the University of Oregon, he designed and implemented the original TAU performance analysis framework. Since 1996 he has been a senior scientist at Forschungszentrum Jülich. Since 2000, he has been the team leader of the group ''Programming Environments and Performance Analysis''. Besides being responsible for user support and training in regard to performance tools at the Jülich Supercomputing Centre (JSC), he is leading the Scalasca performance tools efforts in collaboration with Prof. Felix Wolf of TU Darmstadt. Since 2007, he also serves as deputy head for the JSC division ''Application support''. He was an active member in the International Exascale Software Project (IESP/BDEC) and work package leader in the European (EESI2) and Juelich (EIC, ECL) Exascale efforts. For the SC and ISC Conference series, he serves on the Steering Committee. He is the author of several dozen conference and journal articles about performance analysis and tuning of parallel programs.",M,2018,Bernd Mohr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Marc Duranton is a member of the List institute of the Research and Technology Department of CEA (French Atomic Energy Commission), where he is involved in realizations for Deep Learning and on Cyber Physical Systems. He previously spent more than 23 years in Philips and Philips Semiconductors where he led the development of the family of L-Neuro chips, digital processors using artificial neural networks techniques. He also worked on several video coprocessors for the VLIW processor TriMedia and for various Nexperia platforms. In NXP Semiconductors, he was in charge of Ne-XVP project that targeted the design of the hardware and software of a multi-core processor for real-time applications and for consumer video processing. His interests include Deep Learning, Artificial Intelligence and emerging paradigms for computing systems, HPC, embedded systems, (Cognitive) Cyber Physical Systems, parallel architectures for high performance and real-time processing, models of computation and communication with time guaranties. He has published more than 35 patents and several book chapters. He is a member of the College of Ethics of CEA on ""Moral issues in automatic decision-making processes"". He is in charge of the roadmap activity of HiPEAC on High Performance and Embedded Architecture and Compilation, freely available at http://www.hipeac.net/roadmap.",M,2018,Marc Duranton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Christian Perez is a senior Inria researcher. Since 2011, he is leading the Inria-CNRS-ENSL-UCBL Avalon research team that focuses on algorithms and software architectures for parallel and distributed computing. His research interests include parallel and distributed programming models and runtime systems, software components, and deployment models. He is a member of the executive board of Grid’5000 large-scale and versatile testbed.",M,2018,Christian Perez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bill McColl joined Huawei’s Paris Research Center in 2014. Bill was previously Professor of Computer Science at Oxford University, Head of Research in Parallel Computing at Oxford, and Chairman of the Faculty of Computer Science. He also founded and led Oxford Parallel - a major center for research on industrial and business applications of parallel computing at Oxford. In his research, he has worked on many areas of parallel algorithms and software systems. He developed the BSP approach to parallel computing, along with Les Valiant of Harvard. BSP is now used at most of the major global web companies (Google, Facebook, Microsoft,…) for their massively parallel graph computing and analytics. BSP also powers leading-edge massively parallel machine learning algorithms and software. At Huawei he currently leads teams in China and France that are developing new parallel algorithms and software platforms for cloud analytics and AI. ",M,2017,Bill McColl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"David W. Walker is Professor of High Performance Computing in the School of Computer Science and Informatics at Cardiff University. Professor Walker has conducted research into parallel and distributed applications and software environments for the past 30 years and has published over 140 papers on these subjects. Before joining Cardiff University, Professor Walker spent ten years in the United States at the California Institute of Technology, the University of South Carolina, and Oak Ridge National Laboratory. During this time, he was involved in the specification of MPI and the development of the ScaLAPACK software library. Professor Walker is co-editor of Concurrency and Computation: Practice and Experience, a principal editor of Computer Physics Communications, and serves on the editorial boards of the International Journal of High Performance Computing Applications, and the Journal of Computational Science.",M,2017,David W. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Paul Messina is Advisor to the Associate Laboratory Director and Laboratory on Exascale and Argonne Distinguished Fellow at Argonne National Laboratory.  His current role is Project Director for the U.S. DOE Exascale Computing Project, a multi-laboratory project.  During 2008-2015 he served as Director of Science for the Argonne Leadership Computing Facility and in 2002-2004 as Distinguished Senior Computer Scientist at Argonne and as Advisor to the Director General at CERN (European Organization for Nuclear Research). From 1987-2002, Dr. Messina served as founding Director of California Institute of Technology's (Caltech) Center for Advanced Computing Research, as Assistant Vice President for Scientific Computing, and as Faculty Associate for Scientific Computing, Caltech. During a leave from Caltech in 1999-2000, he led the DOE-NNSA Accelerated Strategic Computing Initiative. In his first association with Argonne from 1973-1987, he held a number of positions in the Applied Mathematics Division and was the founding Director of the Mathematics and Computer Science Division. ",M,2018,Dr. Paul Messina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Federico Ruggieri is the Director of research at the National Institute for Nuclear and Particle Physics (INFN) and Director of Gruppo Armonizzazione Reti della Ricerca, (GARR), the Italian Research & Education Network, Federico Ruggieri has been director of CNAF, one of the major scientific computing centres in Italy, and President of INFN’s National Computing and Network Committee. As professor of data acquisition at the University of Roma Tre, he boasts more than 400 scientific and technological publications. His collaboration with GARR dates back to the nineties, when he was a member of the first GARR Scientific and Technical Committee.  ",M,2018,Federico Ruggieri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yves Robert received the PhD degree from Institut National Polytechnique de Grenoble. He is currently a full professor in the Computer Science Laboratory LIP at ENS Lyon. He is the author of 7 books, 150 papers published in international journals, and 240 papers published in international conferences. He is the editor of 11 book proceedings and 13 journal special issues. He has advised 30 PhD students. His main research interests are scheduling techniques and resilient algorithms for large-scale platforms. Yves Robert served on many editorial boards, including IEEE TPDS, JPDC and ACM TOPC. He is a Fellow of the IEEE. He was elected a Senior Member of Institut Universitaire de France in 2007 and renewed in 2012. He was awarded the 2014 IEEE TCSC Award for Excellence in Scalable Computing, and the 2016 IEEE TCPP Outstanding Service Award. He holds a Visiting Scientist position at the University of Tennessee Knoxville since 2011.",M,2018,Yves Robert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Manish Parashar is Distinguished Professor of Computer Science at Rutgers University. He is also the founding Director of the Rutgers Discovery Informatics Institute (RDI2). His research interests are in the broad areas of Parallel and Distributed Computing and Computational and Data-Enabled Science and Engineering. Manish is the founding chair of the IEEE Technical Consortium on High Performance Computing (TCHPC), Editor-in-Chief of the IEEE Transactions on Parallel and Distributed Systems, and serves on the editorial boards and organizing committees of a large number of journals and international conferences and workshops. He has over 350 publications, has deployed several software systems that are widely used, and has received a number of awards for his research and leadership. Manish is Fellow of AAAS, Fellow of IEEE/IEEE Computer Society and ACM Distinguished Scientist.",M,2018,Manish Parashar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Haohuan Fu is the deputy director of the National Supercomputing Center in Wuxi, leading the research and development division. He is also an associate professor in the Ministry of Education Key Laboratory for Earth System Modeling, and Department of Earth System Science in Tsinghua University, where he leads the research group of High Performance Geo-Computing (HPGC). Fu has a PhD in computing from Imperial College London. Since joining Tsinghua in 2011, Dr. Fu has been working towards the goal of providing both the most efficient simulation platforms and the most intelligent data management and analysis platforms for geoscience applications. His research has, for example, led to efficient designs of atmospheric dynamic solvers for both Tianhe-1A, Tianhe-2, Sunway TaihuLight supercomputers, and the reconfigurable computing platforms. The work based on the Sunway TaihuLight supercomputer manages to scale a fully-implicit solver to over 10 million cores, which won the Gordon Bell Prize of SC16.",M,2018,Haohuan Fu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"José E. Moreira is a Distinguished Research Staff Member in the Scalable Systems Department at the Thomas J. Watson Research Center. He received a B.S. degree in physics and B.S. and M.S. degrees in electrical engineering from the University of Sao Paulo, Brazil, in 1987, 1988 and 1990, respectively. He also received a Ph.D. degree in electrical engineering from the University of Illinois at Urbana-Champaign in 1995. Since joining IBM at the Thomas J. Watson Research Center, he has worked on a variety of high-performance computing projects. He was system software architect for the Blue Gene/L supercomputer and chief architect of the Commercial Scale Out project. He currently leads the IBM Research work on the architecture of Power processor. He is an author or coauthor of over 100 technical papers and 10 patents. Dr. Moreira is a member of the IEEE (Institute of Electrical and Electronics Engineers) and a Distinguished Scientist of the ACM (Association for Computing Machinery).",M,2018,José E. Moreira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Anna Karlin, Microsoft Professor of Computer Science and Engineering, received her Ph.D. from Stanford University in 1987. Before coming to the University of Washington, she spent 5 years as a researcher at (what was then) Digital Equipment Corporation's Systems Research Center. Her research is primarily in theoretical computer science: the design and analysis of algorithms, particularly algorithmic game theory, probabilistic and online algorithms. She also works at the interface between theory and other areas, such as economics and game theory, data mining, operating systems, networks, and distributed systems.",F,2018,Anna Karlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
